pessoa_id;telefone_principal;telefone_secundario
2034;(44) 8929-5845;(11) 8192-2614
2035;(41) 5520-7863;(47) 7276-5880
2036;(24) 8504-8659;(47) 9153-9337
2037;(17) 3087-4601;(11) 4179-8010
2038;(31) 5479-4509;(19) 8531-5485
2039;(31) 9281-2720;(41) 5514-5247
2040;(71) 3623-9912;(22) 5666-5780
2041;(16) 6522-7170;(11) 4826-4427
2042;(11) 5220-7766;(17) 2343-2856
2043;(14) 6766-4655;(21) 2001-6411
2044;(84) 5181-3799;(17) 3983-7185
2045;(61) 4525-9080;(17) 2650-5137
2046;(12) 2087-3432;(24) 9724-5592
2047;(47) 9023-6080;(11) 5245-7213
2048;(15) 3626-4298;(13) 2427-8948
2049;(83) 3234-3429;(61) 6587-5420
2050;(35) 9850-5620;(19) 4322-8613
2051;(21) 8793-4688;(19) 3611-6203
2052;(27) 4140-5293;(81) 6485-3666
2053;(48) 2900-5884;(11) 4336-4021
2054;(87) 5678-7338;(63) 7618-4495
2055;(71) 8885-3323;(81) 2662-2064
2056;(19) 7407-3838;(31) 6695-7368
2057;(14) 3493-9119;(51) 8193-2423
2058;(19) 2162-3268;(13) 8202-8327
2059;(81) 9441-7991;(11) 4606-7748
2060;(11) 2763-4557;(31) 3938-7286
2061;(71) 4853-9059;(49) 9438-9078
2062;(19) 3752-8143;(31) 6221-4200
2063;(33) 4455-2387;(48) 2308-2300
2064;(31) 2930-2895;(12) 2383-2210
2065;(41) 7250-9596;(55) 8016-4736
2066;(41) 2096-6634;(11) 6141-6771
2067;(71) 5740-8735;(19) 8381-5374
2068;(61) 3892-7590;(45) 4077-5646
2069;(71) 7318-9378;(31) 2338-7262
2070;(51) 6224-8044;(21) 7270-7243
2071;(74) 4892-6089;(61) 2721-6579
2072;(31) 9739-3635;(27) 4177-8153
2073;(31) 5947-5314;(11) 4777-6410
2074;(81) 7957-7435;(11) 6795-9393
2075;(11) 3034-7322;(61) 2493-3266
2076;(11) 9129-2013;(19) 9046-4694
2077;(34) 5170-4553;(54) 3117-4135
2078;(51) 8572-9999;(43) 8015-7618
2079;(34) 9998-8362;(31) 7203-4944
2080;(71) 7527-2136;(45) 8819-4236
2081;(11) 4275-9264;(51) 3036-2438
2082;(11) 3288-8084;(31) 7598-4171
2083;(62) 3447-4432;(92) 4071-5554
2084;(41) 2381-7435;(91) 7862-9219
2085;(31) 3893-4425;(35) 6558-4739
2086;(21) 4838-3451;(32) 3893-7289
2087;(21) 2527-8812;(48) 5197-9163
2088;(14) 3761-5347;(14) 9775-9013
2089;(21) 4147-4174;(81) 2309-2317
2090;(85) 9620-9171;(19) 4731-5176
2091;(44) 9612-5795;(16) 9195-5251
2092;(45) 2798-7660;(42) 7291-4552
2093;(27) 8811-3632;(81) 7805-9152
2094;(85) 4165-2288;(11) 4491-5184
2095;(11) 7194-8210;(41) 2655-8965
2096;(63) 3617-5443;(14) 4855-6737
2097;(21) 9505-8376;(21) 6956-3858
2098;(31) 2509-8080;(11) 6579-3381
2099;(65) 6452-7736;(84) 4705-4812
2100;(61) 9694-6069;(51) 6713-6591
2101;(11) 6115-2893;(69) 6570-7509
2102;(61) 6743-2159;(11) 7587-9299
2103;(12) 2810-5158;(63) 8390-3996
2104;(81) 8771-5100;(47) 3284-8104
2105;(19) 7059-8273;(28) 8233-4958
2106;(19) 6498-6935;(38) 6538-8940
2107;(11) 8929-4695;(11) 3291-7203
2108;(34) 8267-7336;(38) 7746-5409
2109;(21) 7426-5357;(83) 9301-2793
2110;(53) 5910-7948;(62) 4617-8488
2111;(19) 2528-2156;(51) 6241-7468
2112;(31) 7757-6212;(31) 2702-7880
2113;(11) 4135-3607;(34) 9089-6885
2114;(98) 4948-3317;(51) 9064-4322
2115;(19) 7649-3349;(11) 5073-4274
2116;(21) 3628-3618;(17) 4909-3559
2117;(21) 3437-4323;(45) 8454-6395
2118;(43) 5684-4943;(11) 9977-9083
2119;(11) 8448-5518;(18) 3563-4726
2120;(19) 9416-2857;(47) 2581-3822
2121;(27) 3659-4337;(92) 4231-7492
2122;(42) 6086-6417;(31) 3425-2816
2123;(35) 4954-7588;(11) 5069-2183
2124;(85) 6312-6839;(98) 2192-9005
2125;(11) 4836-7903;(54) 4853-3164
2126;(51) 3182-8967;(19) 4585-4819
2127;(21) 2801-7733;(79) 7125-6271
2128;(61) 6186-2743;(74) 2827-7046
2129;(64) 6960-2696;(86) 6567-8217
2130;(44) 9444-8331;(16) 2492-4956
2131;(31) 6274-5630;(11) 3633-2302
2132;(41) 5008-3040;(19) 4870-9042
2133;(46) 2505-7151;(11) 7638-7761
2134;(47) 8372-4681;(71) 2406-7713
2135;(11) 9295-7572;(11) 7935-9391
2136;(64) 9022-8800;(12) 5228-8193
2137;(14) 7516-3498;(11) 6362-4259
2138;(47) 6676-4118;(61) 6347-4032
2139;(66) 7928-4919;(31) 2491-8631
2140;(16) 5997-5781;(11) 4308-2496
2141;(67) 3652-6902;(11) 4935-7672
2142;(11) 4958-2065;(84) 7960-6473
2143;(22) 7720-8123;(21) 8948-2150
2144;(12) 6076-7835;(81) 9343-3528
2145;(24) 8806-5667;(67) 4749-9926
2146;(19) 6636-6577;(11) 7769-5591
2147;(11) 2533-9761;(82) 7126-9960
2148;(21) 4729-8494;(19) 7024-6917
2149;(62) 2025-7509;(81) 3219-6460
2150;(98) 2683-9864;(32) 6542-6274
2151;(11) 7243-9854;(93) 7198-3626
2152;(85) 5953-8158;(43) 3162-9250
2153;(71) 6242-9028;(11) 3628-4017
2154;(24) 5090-6666;(12) 4264-8639
2155;(44) 7415-8231;(18) 5904-2110
2156;(61) 8918-8079;(51) 9869-7253
2157;(15) 7250-3102;(21) 4042-6284
2158;(21) 9635-9290;(95) 8687-2110
2159;(21) 4946-3887;(81) 8019-5319
2160;(28) 9659-5179;(15) 6529-6055
2161;(47) 7736-5345;(21) 8164-5111
2162;(12) 4394-2803;(45) 8338-3376
2163;(47) 9092-8943;(19) 9663-4101
2164;(51) 4023-9572;(61) 6261-5090
2165;(87) 2030-2232;(83) 9470-5140
2166;(15) 2835-7687;(27) 7423-6880
2167;(31) 4173-9995;(11) 9474-4627
2168;(11) 2914-5762;(81) 5399-7631
2169;(55) 5100-6216;(19) 3834-3136
2170;(11) 5764-8204;(85) 3680-4133
2171;(33) 4921-7200;(92) 7887-2438
2172;(11) 8769-5839;(31) 5065-8581
2173;(67) 2711-4638;(12) 7010-6477
2174;(41) 4623-5583;(75) 7071-8689
2175;(34) 7633-7226;(67) 3618-4437
2176;(91) 7446-4921;(51) 5023-8102
2177;(11) 9817-2029;(98) 6081-8816
2178;(19) 5443-6413;(47) 4650-9780
2179;(41) 2818-7097;(62) 5209-4721
2180;(14) 5540-4984;(86) 4444-2922
2181;(32) 8160-5062;(82) 4572-4029
2182;(71) 7613-7636;(61) 8038-4696
2183;(27) 2020-4660;(43) 6711-2496
2184;(21) 9843-9865;(14) 3991-5621
2185;(32) 5865-7057;(91) 7969-2246
2186;(85) 6531-2406;(61) 3979-4424
2187;(92) 7114-2535;(11) 7995-2635
2188;(24) 2729-6380;(21) 3957-2253
2189;(33) 3054-3145;(62) 3076-2747
2190;(21) 9785-9156;(91) 6132-5265
2191;(21) 2517-3927;(81) 5132-8330
2192;(11) 6151-7889;(11) 8388-6323
2193;(48) 3361-8385;(85) 5422-9940
2194;(81) 8562-4631;(73) 6344-4664
2195;(11) 6828-6448;(19) 9283-6422
2196;(62) 3085-9457;(21) 4552-8158
2197;(11) 9937-4097;(41) 3944-4547
2198;(86) 2856-3800;(71) 2488-3919
2199;(21) 4047-8322;(71) 3159-3513
2200;(38) 4211-2769;(11) 3080-2783
2201;(91) 3371-4413;(61) 5923-4587
2202;(11) 9774-9998;(64) 6153-4661
2203;(21) 2524-2028;(21) 9646-8039
2204;(81) 2363-2184;(21) 3760-4961
2205;(18) 8545-7580;(51) 3589-7435
2206;(31) 5180-2629;(54) 3014-7071
2207;(62) 5482-8408;(65) 7762-9109
2208;(11) 3110-8948;(41) 9815-9918
2209;(21) 7991-9005;(63) 2093-3589
2210;(11) 6939-8955;(62) 7401-5499
2211;(84) 2235-6743;(11) 5739-7056
2212;(64) 8791-4076;(19) 5771-3719
2213;(11) 5779-3469;(18) 8277-7364
2214;(67) 3789-9806;(81) 4105-6079
2215;(11) 7980-8208;(21) 3509-4072
2216;(19) 8447-5876;(27) 9992-2931
2217;(11) 9345-6449;(51) 8244-4342
2218;(62) 5295-7528;(55) 5445-9615
2219;(21) 7375-2610;(27) 3603-4126
2220;(24) 7833-2071;(95) 3290-9885
2221;(88) 9459-7524;(33) 6346-3035
2222;(47) 8859-5981;(81) 3856-5725
2223;(11) 5874-4580;(33) 7345-7191
2224;(24) 8066-4007;(27) 6560-2709
2225;(71) 5262-6495;(85) 4140-4365
2226;(81) 6669-9442;(11) 5053-7536
2227;(83) 7005-5253;(17) 5658-5574
2228;(65) 7075-3511;(21) 3611-7928
2229;(28) 8371-6239;(11) 8508-9172
2230;(16) 7703-2847;(81) 4344-9023
2231;(83) 7526-9465;(19) 3374-3483
2232;(16) 5614-2608;(62) 7463-3470
2233;(81) 3741-6818;(11) 2042-6872
2234;(11) 2324-3508;(61) 7850-6693
2235;(85) 9609-9886;(15) 6110-3964
2236;(11) 4073-3460;(14) 5092-3685
2237;(11) 4206-7314;(19) 7382-8131
2238;(19) 3676-4298;(81) 3607-4112
2239;(69) 9378-2559;(11) 9816-3019
2240;(11) 7838-4386;(34) 3298-6930
2241;(35) 7507-8637;(28) 7442-3963
2242;(91) 4277-7254;(31) 6257-5741
2243;(38) 9981-3061;(51) 2213-2481
2244;(19) 4227-5223;(47) 3190-2561
2245;(87) 4852-7619;(11) 8599-3437
2246;(86) 7561-7154;(21) 2178-7856
2247;(22) 8387-6259;(86) 9874-4971
2248;(21) 6309-6606;(34) 9447-7778
2249;(41) 9404-9996;(11) 4766-3592
2250;(11) 2908-9131;(48) 6645-2297
2251;(31) 4671-8755;(54) 7328-4525
2252;(84) 5771-7045;(21) 5112-8291
2253;(11) 4431-6339;(31) 8949-9059
2254;(18) 9416-6916;(11) 3865-6426
2255;(11) 4383-2075;(11) 9395-2951
2256;(65) 7670-3890;(61) 5655-6117
2257;(31) 2852-6942;(27) 6687-5029
2258;(19) 4871-4561;(24) 5551-6378
2259;(82) 6646-7880;(61) 9942-8474
2260;(51) 2707-4057;(21) 2236-6296
2261;(11) 3038-5056;(11) 2502-5978
2262;(11) 2028-2556;(46) 7299-3562
2263;(41) 3798-6460;(11) 3868-6854
2264;(55) 2769-5467;(21) 7228-6937
2265;(19) 8925-9489;(38) 9828-9402
2266;(37) 6902-5583;(83) 3962-4583
2267;(48) 2191-6755;(11) 3326-9815
2268;(48) 3448-3619;(87) 2689-3283
2269;(31) 2682-5872;(12) 9592-6131
2270;(65) 5434-7545;(42) 7284-9369
2271;(11) 7928-7633;(17) 7961-7770
2272;(81) 7606-9509;(17) 3453-6041
2273;(27) 9874-4400;(81) 8094-8640
2274;(75) 5205-3128;(51) 5329-4654
2275;(11) 6584-8360;(27) 5282-7784
2276;(61) 3686-7718;(32) 2423-8307
2277;(67) 2979-9305;(15) 8123-2323
2278;(16) 8882-8512;(44) 6156-4212
2279;(11) 4277-7086;(16) 3077-4171
2280;(33) 5680-2795;(15) 7265-3020
2281;(48) 8718-3157;(11) 2360-6656
2282;(69) 4746-9485;(11) 9540-2321
2283;(75) 3900-5923;(34) 8451-4086
2284;(85) 2834-2273;(47) 5534-2580
2285;(31) 3801-3593;(86) 8296-6354
2286;(15) 7942-7539;(41) 7848-6030
2287;(11) 5585-5378;(62) 4475-8704
2288;(16) 6051-7572;(27) 7915-2938
2289;(11) 8596-9134;(19) 3894-2527
2290;(74) 3577-2061;(19) 8589-2821
2291;(82) 3025-9095;(86) 5544-4571
2292;(51) 6702-7728;(51) 5897-9566
2293;(11) 7808-8856;(61) 7301-5697
2294;(62) 8001-5764;(47) 5621-9181
2295;(61) 2955-9071;(48) 8882-7516
2296;(31) 2194-9643;(11) 3142-8700
2297;(51) 3265-7021;(67) 6438-6046
2298;(62) 9030-4728;(21) 9269-2306
2299;(21) 4516-9541;(16) 4415-8669
2300;(21) 8759-2909;(44) 2825-6485
2301;(63) 7364-3676;(14) 6080-9809
2302;(71) 9773-2866;(21) 4452-9086
2303;(41) 2064-3070;(85) 9066-3289
2304;(81) 6299-3667;(81) 4845-7780
2305;(34) 9624-5782;(27) 4273-6982
2306;(11) 4046-5974;(22) 5778-9842
2307;(11) 6149-9078;(31) 5853-2214
2308;(31) 6375-7902;(62) 3573-7093
2309;(34) 5766-5574;(67) 6444-6282
2310;(11) 8577-3333;(11) 8096-3292
2311;(47) 8044-5491;(21) 3544-5210
2312;(31) 8420-2153;(11) 5417-5923
2313;(21) 5668-3249;(11) 6437-3422
2314;(81) 3533-7041;(43) 7511-7457
2315;(11) 7161-8253;(16) 6858-8671
2316;(11) 4608-4866;(81) 9079-5963
2317;(11) 8312-8085;(81) 8201-6607
2318;(11) 3665-6502;(41) 2421-8838
2319;(62) 3800-2849;(51) 7716-8279
2320;(64) 8894-4937;(71) 2563-4816
2321;(32) 9098-4156;(21) 4632-7182
2322;(24) 5616-6567;(48) 6907-4106
2323;(54) 9434-8703;(31) 4096-7383
2324;(34) 7939-9711;(75) 5936-7275
2325;(85) 4535-3100;(27) 6326-3780
2326;(17) 7412-4517;(21) 4348-7804
2327;(71) 8405-8298;(31) 9950-9330
2328;(71) 7075-4088;(11) 5691-3791
2329;(15) 6512-7660;(11) 8244-2951
2330;(85) 7177-5783;(31) 9997-4319
2331;(79) 8442-8516;(49) 7902-7604
2332;(48) 9827-3060;(83) 7595-9109
2333;(41) 8103-3138;(11) 3734-3648
2334;(11) 4938-2389;(31) 2014-7581
2335;(81) 4458-2318;(45) 5589-9782
2336;(11) 2377-5218;(61) 7475-7797
2337;(65) 4255-3807;(48) 3106-7438
2338;(62) 7463-7862;(34) 8890-9176
2339;(11) 9349-9889;(48) 8891-9782
2340;(22) 4800-8366;(19) 9993-4067
2341;(93) 2063-7008;(41) 8162-3090
2342;(91) 9629-8254;(55) 7372-8500
2343;(35) 9142-6042;(24) 6783-9047
2344;(12) 4435-9599;(85) 6956-9708
2345;(21) 7834-5085;(92) 8553-6439
2346;(11) 7710-5366;(24) 3610-6657
2347;(84) 6294-3236;(31) 7669-7209
2348;(32) 5592-8110;(14) 5413-6783
2349;(81) 6669-2653;(16) 2370-7020
2350;(33) 2159-6657;(84) 4897-3398
2351;(62) 8135-4339;(51) 8422-4109
2352;(21) 4787-9345;(12) 3403-7959
2353;(63) 6667-7236;(62) 5848-7640
2354;(11) 7169-2191;(21) 3743-7319
2355;(81) 8955-2690;(44) 3740-5240
2356;(19) 7931-7163;(82) 5282-8992
2357;(69) 5201-9991;(11) 9587-5154
2358;(16) 2397-2093;(31) 2808-4310
2359;(46) 3522-4344;(21) 4111-9547
2360;(61) 3477-6737;(41) 4664-2886
2361;(46) 7783-7922;(22) 2341-9349
2362;(51) 4098-5653;(51) 6829-9193
2363;(62) 9215-7854;(11) 2159-9905
2364;(42) 4169-3342;(18) 4183-3480
2365;(71) 9168-2497;(94) 2679-4034
2366;(31) 8545-3398;(18) 5466-7632
2367;(85) 5775-6254;(51) 2529-2299
2368;(81) 7903-3811;(91) 9555-4383
2369;(51) 4048-7017;(11) 8970-8305
2370;(45) 4508-9232;(19) 5218-4285
2371;(11) 8724-3467;(11) 7904-6545
2372;(44) 7450-5275;(47) 4818-5894
2373;(11) 6373-2437;(11) 8101-3487
2374;(11) 5703-2063;(31) 4044-8106
2375;(12) 6876-8568;(41) 8620-6197
2376;(81) 6564-4389;(67) 9689-7475
2377;(43) 5435-5502;(16) 8005-6599
2378;(48) 5675-3101;(61) 8993-4034
2379;(21) 5119-4675;(79) 4343-5420
2380;(91) 7191-3857;(45) 7493-3005
2381;(62) 9996-7523;(11) 9633-3274
2382;(67) 2097-6040;(63) 3834-3354
2383;(21) 6413-3528;(11) 3653-5123
2384;(19) 5288-2279;(18) 8993-3311
2385;(91) 6243-3988;(62) 2008-9440
2386;(16) 7250-4864;(81) 3395-2935
2387;(16) 9558-9887;(15) 6086-6148
2388;(31) 2208-8272;(44) 5319-9634
2389;(11) 2595-7782;(21) 5613-7010
2390;(27) 9282-2349;(51) 6142-5989
2391;(73) 5786-6786;(11) 4625-8086
2392;(98) 9572-4079;(11) 2703-2283
2393;(84) 7750-5591;(63) 9362-2999
2394;(21) 6198-6787;(73) 6846-7750
2395;(19) 4950-5478;(81) 8681-6576
2396;(19) 6051-6849;(47) 7314-5952
2397;(84) 3884-2111;(21) 5198-9652
2398;(19) 8186-4782;(32) 9210-2526
2399;(11) 8841-8743;(63) 4555-7091
2400;(83) 7728-5586;(83) 6489-2826
2401;(11) 2487-9179;(41) 6848-2830
2402;(21) 8373-9751;(12) 7990-4542
2403;(51) 3524-8557;(31) 2259-7950
2404;(12) 7590-8534;(27) 6726-4544
2405;(64) 7999-5544;(11) 3568-7783
2406;(71) 7446-2306;(11) 7721-5382
2407;(21) 3313-2806;(47) 5815-2922
2408;(51) 9569-3510;(18) 9217-3458
2409;(68) 3387-9101;(71) 2835-8113
2410;(31) 7787-7795;(43) 6012-2236
2411;(44) 6038-9055;(35) 6162-8997
2412;(47) 9109-9488;(24) 8525-8519
2413;(12) 9355-2476;(18) 4395-7659
2414;(11) 8253-4221;(24) 5105-7478
2415;(27) 9739-8271;(16) 9839-8024
2416;(21) 5128-9882;(12) 8957-6005
2417;(71) 9435-2202;(65) 8310-2454
2418;(18) 5993-9935;(15) 9259-6473
2419;(12) 8051-6486;(21) 6086-2194
2420;(21) 2070-5364;(15) 5276-5177
2421;(31) 6555-4258;(81) 4230-9308
2422;(61) 8979-9647;(47) 5809-6035
2423;(27) 7434-5912;(41) 9315-9100
2424;(11) 6562-9530;(92) 4875-6677
2425;(11) 9943-8007;(61) 2102-8734
2426;(61) 4109-2356;(12) 2595-6693
2427;(27) 7889-7432;(74) 9799-4836
2428;(27) 9728-7971;(35) 7232-6354
2429;(41) 9107-8466;(49) 8310-3915
2430;(81) 2305-3383;(11) 8839-7008
2431;(21) 8762-2365;(19) 9005-8920
2432;(51) 5599-9371;(82) 2378-5956
2433;(31) 8660-4853;(98) 6880-6161
2434;(51) 6028-9731;(32) 2541-9377
2435;(14) 9190-2093;(12) 4631-4617
2436;(19) 6499-5753;(21) 5679-8725
2437;(21) 3857-5751;(61) 8618-7782
2438;(43) 3132-2707;(51) 6995-7697
2439;(62) 8010-7662;(11) 6126-7898
2440;(34) 8648-5327;(11) 4479-8077
2441;(11) 3630-2319;(81) 6644-5269
2442;(61) 6037-2983;(27) 7300-9615
2443;(32) 9695-6673;(85) 5974-8721
2444;(21) 6162-6546;(31) 8713-6775
2445;(14) 9075-9952;(91) 8983-2769
2446;(24) 6824-7644;(21) 6971-7757
2447;(15) 7338-2764;(61) 5382-7083
2448;(55) 3821-2919;(41) 7840-5274
2449;(31) 8862-9401;(24) 3095-2476
2450;(22) 6525-8763;(38) 2299-5394
2451;(14) 8807-2132;(11) 8048-6895
2452;(34) 7237-9109;(67) 4366-7855
2453;(85) 2716-7775;(73) 8346-2779
2454;(62) 8019-3426;(21) 8962-3653
2455;(43) 5684-6515;(11) 9071-9888
2456;(32) 9305-3267;(16) 9046-9897
2457;(81) 8833-5520;(61) 4637-9384
2458;(11) 6545-2043;(16) 9934-3943
2459;(53) 3331-5140;(21) 6558-9534
2460;(51) 7865-3003;(11) 3018-8251
2461;(11) 9594-5601;(73) 5124-9188
2462;(71) 3756-6562;(69) 8841-2043
2463;(11) 5448-4125;(24) 9598-5717
2464;(11) 4600-8901;(41) 8961-7239
2465;(16) 4786-4640;(75) 7431-3926
2466;(18) 6597-8529;(21) 9177-9121
2467;(48) 2469-4883;(11) 7188-9357
2468;(48) 2419-7459;(73) 9600-6205
2469;(81) 3944-3736;(42) 5740-8018
2470;(42) 2658-5778;(61) 8681-4344
2471;(62) 9502-6414;(17) 9990-2376
2472;(21) 9863-4490;(62) 8285-4034
2473;(21) 2383-8222;(21) 4706-4735
2474;(51) 7447-3202;(71) 5230-4595
2475;(61) 4996-4993;(92) 5816-5702
2476;(85) 2271-9320;(62) 8592-8053
2477;(11) 9171-3130;(11) 4233-5847
2478;(62) 9944-7136;(21) 2842-8098
2479;(31) 8740-9815;(17) 4643-8263
2480;(17) 7086-2674;(19) 3488-9011
2481;(21) 5160-6575;(11) 5640-2001
2482;(11) 5715-5801;(21) 3079-5928
2483;(87) 4615-2882;(19) 4501-8966
2484;(11) 3170-7879;(14) 2633-7485
2485;(11) 3121-9156;(11) 5724-6464
2486;(12) 7400-7902;(51) 3479-2780
2487;(19) 3339-8145;(14) 8249-4857
2488;(62) 6570-8412;(67) 5476-8230
2489;(83) 3992-3491;(51) 4583-5956
2490;(27) 4085-2160;(32) 5101-2465
2491;(11) 2193-2597;(51) 9335-9072
2492;(21) 9949-2054;(45) 6620-9480
2493;(24) 8903-6339;(42) 8686-5391
2494;(91) 6813-3562;(84) 7596-6714
2495;(18) 4629-3458;(18) 7101-2451
2496;(51) 2321-3552;(16) 5317-9355
2497;(61) 7557-9397;(41) 3647-2947
2498;(19) 2900-5236;(11) 2717-6959
2499;(84) 6014-3908;(27) 5056-8422
2500;(11) 7971-7004;(61) 4602-7599
2501;(16) 8373-8888;(55) 7582-2491
2502;(65) 7507-6088;(17) 6093-9599
2503;(41) 9099-7616;(18) 4938-4967
2504;(63) 7560-3349;(11) 2543-5923
2505;(42) 7910-8274;(67) 9158-2896
2506;(81) 9182-3073;(14) 5986-3444
2507;(31) 6766-4993;(33) 3184-4530
2508;(41) 8029-9746;(35) 8278-5477
2509;(81) 6556-7779;(31) 8660-8104
2510;(51) 5858-6913;(65) 2449-7221
2511;(33) 4750-7362;(47) 7689-9577
2512;(11) 9417-2938;(21) 9684-6777
2513;(16) 2466-2157;(19) 5343-7296
2514;(19) 2562-2690;(11) 8456-4501
2515;(84) 9166-7267;(11) 4126-9507
2516;(31) 5682-5806;(81) 5330-3122
2517;(61) 3091-7394;(11) 6126-2239
2518;(62) 8128-7424;(11) 7880-4988
2519;(31) 9640-7182;(53) 7043-7557
2520;(14) 8517-5799;(31) 2250-2154
2521;(88) 7334-9895;(51) 8764-9656
2522;(24) 4507-3942;(81) 3682-5857
2523;(91) 5136-3993;(24) 9948-2266
2524;(75) 6888-2874;(95) 5754-9945
2525;(19) 4869-9744;(51) 8619-7850
2526;(81) 5273-4706;(35) 2469-4743
2527;(41) 3861-8547;(69) 4433-3485
2528;(21) 4273-2595;(21) 6901-3003
2529;(38) 7225-2338;(62) 7233-2129
2530;(19) 2422-5933;(19) 9100-6170
2531;(87) 8460-7760;(21) 3063-7433
2532;(81) 7589-5019;(61) 3859-2865
2533;(86) 3629-4052;(48) 6990-3079
2534;(41) 5829-3433;(19) 6370-8525
2535;(11) 8864-7800;(43) 8290-5430
2536;(48) 9127-8879;(11) 8687-6269
2537;(11) 9875-2139;(91) 3938-4823
2538;(54) 8177-5585;(63) 3951-4286
2539;(11) 4196-5618;(11) 4991-8610
2540;(84) 4007-3077;(85) 6500-2796
2541;(11) 6839-8052;(11) 2150-5047
2542;(18) 6714-3532;(14) 7252-2212
2543;(84) 6847-5299;(13) 9376-2506
2544;(71) 8067-2754;(16) 6301-7366
2545;(22) 8958-5998;(71) 6718-2895
2546;(87) 2347-4408;(65) 8491-2837
2547;(19) 5391-2586;(63) 6560-2721
2548;(13) 8148-3139;(11) 4781-6933
2549;(21) 8225-2842;(62) 9819-7175
2550;(27) 8705-5000;(62) 6523-8989
2551;(99) 6850-9991;(83) 6933-7118
2552;(19) 4058-8526;(62) 9647-4748
2553;(11) 3081-4461;(92) 6246-4059
2554;(81) 6470-3359;(95) 5995-7175
2555;(21) 3005-4568;(47) 5032-6528
2556;(67) 4471-7548;(61) 6655-8006
2557;(11) 7928-9974;(51) 3302-6415
2558;(61) 4985-4813;(16) 5121-5094
2559;(18) 5328-5954;(62) 4928-7958
2560;(91) 6966-7595;(81) 4568-9530
2561;(92) 8498-4715;(27) 7750-7943
2562;(11) 2083-9473;(17) 6562-9607
2563;(55) 7147-8265;(42) 7826-8518
2564;(98) 5449-3434;(81) 7575-9217
2565;(75) 6753-7197;(81) 8346-6421
2566;(11) 6239-9864;(11) 8462-4555
2567;(34) 5775-6160;(74) 5758-6846
2568;(81) 8614-3064;(81) 2365-5456
2569;(11) 8874-4675;(11) 5234-3079
2570;(41) 9014-7469;(15) 8565-8994
2571;(51) 3683-8252;(27) 2593-2908
2572;(11) 9462-3821;(81) 5457-7486
2573;(21) 9210-8505;(91) 7454-9767
2574;(43) 8524-9167;(71) 7222-4136
2575;(99) 2693-5712;(21) 2789-4730
2576;(24) 5101-3821;(41) 9283-2741
2577;(21) 2715-8896;(11) 9045-6167
2578;(81) 3034-9039;(88) 5292-5943
2579;(11) 2026-5032;(37) 6771-4662
2580;(37) 4318-2997;(21) 5139-5263
2581;(14) 5063-3365;(31) 6928-7047
2582;(61) 9657-7711;(22) 7455-6744
2583;(98) 3482-8242;(31) 8455-4363
2584;(16) 2886-3846;(71) 2835-5403
2585;(14) 6249-5171;(61) 3796-5975
2586;(21) 6722-9961;(12) 9127-2744
2587;(43) 8006-8890;(11) 3795-3024
2588;(85) 9112-8751;(41) 6782-3030
2589;(11) 4130-6517;(45) 8481-2959
2590;(19) 6309-7328;(12) 9177-5986
2591;(11) 8327-9951;(12) 4591-2744
2592;(14) 2858-8410;(88) 4686-5338
2593;(91) 8845-2761;(11) 2496-9621
2594;(16) 4327-3622;(22) 9703-3153
2595;(16) 8627-7150;(64) 9760-2481
2596;(47) 9743-7886;(31) 9268-5288
2597;(81) 9198-5163;(14) 5149-9340
2598;(71) 3309-8328;(62) 3711-2494
2599;(33) 3151-9255;(38) 2002-2320
2600;(81) 4972-5806;(71) 9849-6088
2601;(42) 2964-8544;(11) 3449-6623
2602;(63) 9773-4865;(11) 8329-5566
2603;(21) 9696-9499;(21) 8420-6604
2604;(62) 4767-7772;(12) 5203-5815
2605;(55) 8594-3740;(14) 4714-3230
2606;(82) 2201-7260;(77) 7430-6279
2607;(86) 4479-6977;(27) 4723-4467
2608;(81) 7892-3666;(32) 5917-6598
2609;(55) 4979-9379;(63) 6410-4485
2610;(11) 3138-9932;(17) 8360-6278
2611;(22) 6746-4703;(27) 6647-3957
2612;(81) 4959-9601;(99) 2766-4025
2613;(11) 2264-8854;(11) 8768-7262
2614;(38) 7652-4174;(84) 7225-9295
2615;(62) 8336-6834;(42) 4767-3969
2616;(21) 6567-4907;(19) 7858-7604
2617;(61) 2473-2345;(11) 3859-5884
2618;(67) 8726-7410;(67) 3524-8165
2619;(11) 9818-8680;(48) 7605-2535
2620;(11) 2855-6934;(51) 6977-7874
2621;(47) 9830-8574;(11) 7680-8281
2622;(11) 6127-3771;(24) 7765-9475
2623;(21) 9895-3379;(13) 9090-5612
2624;(61) 4832-2668;(47) 8050-8712
2625;(15) 8134-2399;(17) 2780-6081
2626;(21) 4138-2296;(31) 8757-4050
2627;(11) 5668-5338;(19) 8611-9087
2628;(11) 7554-3530;(21) 4110-8127
2629;(81) 7872-5997;(41) 5488-3335
2630;(34) 6882-8470;(51) 5362-7364
2631;(62) 7184-6642;(19) 7745-7324
2632;(31) 3595-8214;(47) 7302-8824
2633;(12) 5868-4158;(21) 8007-5428
2634;(95) 2355-3381;(91) 8318-3375
2635;(11) 5795-9973;(11) 3227-7794
2636;(92) 5814-3845;(43) 9283-4050
2637;(11) 8599-7378;(61) 2798-4834
2638;(19) 2264-2227;(21) 3764-4510
2639;(11) 4031-9409;(75) 5584-8266
2640;(47) 5406-2130;(19) 9408-4077
